intention_likelihood_1,AC_Qs_1,AC_Qs_2,AC_Qs_3,AC_Qs_4,AC_Qs_5,AC_Qs_6,AC_Qs_7,AC_Qs_8,AC_Qs_9,AC_Qs_10,AC_Qs_11,AC_Qs_12,AC_Qs_13,AC_Qs_14,AC_Qs_15,AC_Qs_16,AC_Qs_17,AC_Qs_18,AC_Qs_19,AC_Qs_20,AC_Qs_21,AC_Qs_22,AC_Qs_23,AC_Qs_24,sex_history,sex_active,sex_partnernum,relationship_status,rela_exclusive,age,study_content,Condition,CTA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,8,6,8,8,7,9,7,9,9,7,8,9,7,9,8,10,7,6,6,6,7,8,7,8,1,1,2,1,,24,It was easy and fun,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,,25,No comment ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,5,5,6,6,6,6,7,6,6,6,6,6,6,5,6,6,5,6,2,4,4,5,5,4,1,1,1,2,1,20,Kewl,Control,Get vaccinated against HPV today.
70,9,8,7,8,7,7,9,8,7,7,8,7,8,8,9,8,7,8,7,8,9,8,7,8,1,1,1,2,1,19,Vaccines,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
90,10,8,5,6,8,10,4,10,4,6,10,10,5,8,4,9,10,4,9,2,9,10,9,4,1,1,4,1,,19,The study was to get males to recognize how big of a deal HPV is and how life changing a vaccine for it can be ,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,8,8,8,8,8,8,9,8,8,8,8,9,2,9,9,8,8,8,8,8,8,8,8,4,2,2,,1,,26,A disease,Control,Get vaccinated against HPV today.
90,9,8,6,7,9,10,10,9,6,5,9,10,6,8,7,9,6,6,10,10,10,6,1,4,3,3,,1,,23,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
74,9,8,7,6,8,10,9,9,7,10,10,8,9,8,8,10,10,9,7,8,10,9,8,9,1,1,5,1,,19,Vaccines,Both,Protect yourself and your partner. Get vaccinated against HPV today.
0,9,9,8,6,8,8,8,10,10,10,10,8,9,9,9,9,9,8,9,9,10,10,10,10,2,2,,1,,20,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,10,4,6,9,8,8,9,7,4,9,9,4,5,7,10,10,8,10,9,10,7,4,5,1,1,1,2,1,23,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,6,8,8,8,8,5,5,8,5,5,8,9,5,5,9,9,9,8,5,8,5,8,7,5,2,2,,1,,21,About vaccinee during sexual effects ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
60,5,7,1,10,7,2,9,7,4,10,10,2,7,4,2,9,8,5,4,9,8,5,1,2,1,1,4,1,,23,HPV,Control,Get vaccinated against HPV today.
17,1,6,4,5,2,5,6,1,7,5,4,5,5,1,4,8,6,7,8,8,8,9,7,7,1,2,1,1,,21,It’s was nice and easy,Control,Get vaccinated against HPV today.
70,4,5,4,2,2,4,4,8,8,6,5,4,4,2,6,6,7,10,8,6,9,8,7,5,1,1,4,1,,22,Vaccines,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,10,10,10,10,8,9,8,10,10,8,10,10,10,9,9,9,9,10,10,10,9,9,9,8,2,2,,2,1,23,It’s okay ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5,8,4,6,8,6,6,8,4,4,8,5,1,5,8,7,7,5,7,7,7,5,6,1,2,2,,1,,23,Hpv,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,6,9,8,4,10,8,9,7,10,9,10,10,2,10,8,9,10,1,10,6,9,1,4,1,1,1,4,1,,26,"It was a good study, straight to the point ",Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,9,7,8,6,4,2,1,10,7,6,10,8,9,4,9,9,10,6,10,4,10,8,9,6,1,2,4,2,1,27,Hpv nd people catching it the history on it ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
80,10,7,9,10,10,8,9,10,8,10,10,6,1,9,10,10,9,6,10,10,10,2,10,10,1,1,4,1,,21,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,10,10,8,7,8,8,8,10,9,10,10,7,8,5,8,9,9,6,5,10,10,8,9,10,1,1,1,2,1,21,HPV,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
23,8,10,10,9,7,6,9,9,8,6,10,10,8,10,9,10,10,10,8,8,10,6,5,6,1,1,2,2,2,25,it was easy,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,9,7,5,4,2,2,2,5,6,6,7,7,7,6,6,7,6,7,6,4,2,1,2,9,1,1,1,1,,21,Money and keeping people in the matrix ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
9,8,10,6,5,7,8,6,10,7,10,8,10,7,5,8,4,2,2,1,10,6,1,5,1,1,1,1,2,1,22,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
54,8,7,8,7,9,8,8,7,8,8,9,9,8,7,7,8,8,8,8,9,8,8,8,8,1,1,1,5,1,26,It was good and easy,Control,Get vaccinated against HPV today.
100,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,1,1,1,1,,20,Keeping yourself & other safe ,Both,Protect yourself and your partner. Get vaccinated against HPV today.
26,5,2,6,8,8,7,10,8,7,7,8,7,9,10,6,7,2,8,7,5,8,5,8,6,1,1,1,2,1,20,Viruses,Control,Get vaccinated against HPV today.
45,2,8,5,1,7,8,9,5,10,4,10,8,1,6,8,7,8,2,5,4,7,1,6,2,2,2,,1,,18,HPV vaccines and my opinions on it and vaccines in general.,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,10,8,10,8,10,9,9,8,9,9,9,9,9,10,8,9,9,7,10,8,8,9,8,7,1,1,1,6,1,26,HPV vaccine ,Control,Get vaccinated against HPV today.
52,5,5,5,5,5,7,7,7,7,7,7,7,7,7,4,7,7,7,7,4,7,7,7,7,1,1,2,1,,20,I don’t know but keep the questions they where pretty good.,Control,Get vaccinated against HPV today.
76,10,9,8,8,10,9,10,10,10,10,9,9,9,10,8,9,8,9,9,9,8,9,9,10,1,1,5,1,,19,Vaccines,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,10,6,7,5,6,6,6,10,6,5,7,6,6,5,6,7,8,7,4,4,6,6,6,7,1,1,2,1,,20,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
50,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,2,3,,1,,21,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
45,8,7,7,8,10,8,7,10,8,10,7,6,9,8,7,8,9,9,9,8,9,8,7,7,2,2,,1,,24,Very informal ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,8,9,7,6,8,9,7,10,9,8,9,7,9,6,8,9,7,8,6,8,9,7,8,10,2,2,,1,,22,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9,10,9,6,8,10,10,10,7,9,6,10,1,9,5,10,7,6,9,10,9,1,4,7,3,3,,1,,23,American ideals,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,7,10,8,7,8,6,9,7,10,9,8,9,6,2,4,7,8,4,6,9,10,9,8,2,1,1,5,1,,19,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
100,10,9,9,8,9,10,10,9,7,8,10,10,8,10,10,10,8,7,10,7,9,6,9,7,2,2,,6,1,24,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
51,6,8,5,10,10,6,6,8,4,8,9,5,10,9,9,10,6,6,6,2,9,8,8,4,2,2,,1,,26,I think the study was great,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,6,8,9,4,10,8,4,5,7,8,10,7,5,2,4,5,6,1,9,10,10,5,8,7,1,1,2,1,,18,Vaccines ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
26,8,10,6,4,9,5,6,8,5,6,10,5,4,8,6,9,6,4,5,8,6,2,1,4,1,1,2,2,1,22,Personal preferences about general ideologies,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,8,5,6,1,5,4,4,2,5,2,4,5,5,1,2,2,2,2,4,1,1,2,4,2,2,,1,,20,Vaccines ,Control,Get vaccinated against HPV today.
61,10,6,9,10,8,8,9,10,7,10,9,10,10,8,10,10,8,10,8,7,8,10,8,10,3,3,,1,,17,The effectiveness of vaccines,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,7,9,9,6,9,8,9,8,10,7,8,6,6,7,9,8,9,6,6,8,7,4,7,4,2,2,,1,,21,HPV,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,5,6,7,7,6,6,6,8,6,8,5,6,7,5,6,8,7,6,6,6,8,6,6,7,1,2,2,1,,26,HPV,Control,Get vaccinated against HPV today.
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
30,6,4,9,5,7,6,1,5,7,7,8,8,8,8,9,2,8,8,4,5,5,6,6,7,2,2,,2,3,22,Hiv vaccine ,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,5,5,5,5,5,5,5,6,4,4,4,4,2,5,5,5,4,4,4,2,1,6,4,4,2,2,,1,,18,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,10,10,10,10,10,10,8,10,10,10,2,1,10,10,10,10,1,10,10,10,1,10,10,2,2,,1,,19,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
10,5,9,9,4,9,10,10,8,7,8,9,10,4,9,2,10,10,4,10,8,10,4,10,8,2,2,,1,,18,To help people identify if they are at risk to getting HPV.,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
100,8,9,6,2,7,5,7,9,4,6,8,8,1,8,8,4,8,6,8,10,9,4,2,1,2,2,,1,,24,vaccine study,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,8,7,6,7,7,6,7,9,8,7,8,9,6,6,6,6,5,5,4,5,5,7,7,7,1,2,4,1,,21,It’s about good stuff ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
38,4,2,5,1,5,5,1,9,2,2,5,1,1,7,4,4,1,7,6,5,7,5,2,6,1,1,4,1,,24,The study was very helpful ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
65,10,2,5,7,10,9,1,8,6,10,8,8,6,4,7,8,9,8,2,7,6,8,10,7,1,1,2,4,2,25,HPV,Control,Get vaccinated against HPV today.
0,7,8,6,9,10,10,9,9,8,9,10,8,8,8,7,10,9,8,10,10,10,5,10,8,2,2,,1,,22,Trying to educate people on the safety and efficacy of vaccines.,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
33,5,4,6,4,7,6,8,8,5,4,8,6,8,5,6,4,7,5,8,4,6,8,8,6,1,1,1,6,2,21,I’m not sure,Both,Protect yourself and your partner. Get vaccinated against HPV today.
96,10,5,7,8,4,7,8,1,10,5,2,7,5,5,9,7,2,10,1,8,4,6,8,9,2,2,,6,1,24,This study was about HPV ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,10,1,7,8,9,10,9,10,8,7,8,9,10,9,1,8,9,8,7,9,6,8,9,2,1,1,1,4,1,20,It was a good study ,Control,Get vaccinated against HPV today.
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,9,10,10,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,8,10,9,1,1,1,2,1,23,I liked it and it actually taught me something that I dint know ,Control,Get vaccinated against HPV today.
92,4,2,6,4,2,1,5,4,2,4,4,2,2,4,2,1,4,4,6,5,4,2,5,2,1,1,4,1,,24,protection from sexual diseases and how to protect yourself and partners ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,6,9,4,5,7,7,1,5,9,10,6,4,7,5,8,6,8,9,6,4,6,10,2,9,3,3,,6,1,25,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,10,10,5,7,9,6,8,5,10,7,10,8,9,9,8,9,10,5,9,10,8,9,7,9,1,1,2,1,,24,It was informative and concise which I love ,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,5,10,2,4,6,6,1,8,2,5,9,8,4,6,1,6,6,6,6,6,6,1,1,2,2,,1,,23,Thanks for info,Control,Get vaccinated against HPV today.
61,7,10,10,1,9,8,10,8,10,9,8,10,1,10,10,9,9,10,7,1,10,1,8,1,2,2,,1,,19,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
68,9,4,4,8,8,6,7,8,7,5,7,8,8,6,7,7,5,6,7,7,6,7,7,7,2,2,,1,,26,HPV Vaccine,Both,Protect yourself and your partner. Get vaccinated against HPV today.
100,6,6,6,7,7,7,9,8,9,8,7,7,10,10,8,9,8,10,9,10,10,9,8,6,1,1,1,1,,19,,Control,Get vaccinated against HPV today.
60,7,9,10,8,9,10,10,7,10,8,8,10,7,10,6,8,9,7,10,10,8,7,7,7,1,1,3,2,1,22,it was cool,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,8,7,9,8,7,9,8,7,8,7,9,7,8,7,9,7,6,8,7,9,8,7,8,9,1,1,1,2,1,19,Vaccines,Both,Protect yourself and your partner. Get vaccinated against HPV today.
2,7,6,5,8,6,6,7,5,5,6,6,6,6,7,5,6,6,6,6,5,6,6,7,7,2,2,,1,,21,The vaccine,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,8,8,8,7,8,7,8,8,8,6,6,7,8,9,8,7,8,8,8,8,7,7,8,8,1,1,1,2,1,20,vaccine ,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,5,9,9,9,8,9,8,8,8,8,9,10,8,8,9,9,7,9,10,9,9,10,8,9,1,1,1,1,,25,Personal life,Control,Get vaccinated against HPV today.
70,8,4,7,2,8,8,2,1,6,10,7,4,10,8,5,4,1,2,9,8,8,4,6,5,1,1,1,1,,21,Sex ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
38,2,4,6,7,7,7,6,6,4,4,7,8,10,6,2,6,5,5,9,7,6,2,1,2,2,3,,1,,22,Anything ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,9,10,8,7,9,8,6,8,5,7,8,8,7,9,9,7,8,6,9,7,9,6,7,5,2,2,,1,,21,The study was about the HPV vaccine and the things it can do to help people from preventing themselves or others from getting it,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,4,10,8,9,10,8,10,9,5,8,10,9,4,7,9,10,10,2,10,4,10,4,10,8,2,2,,1,,26,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
53,6,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,10,10,1,5,10,2,2,,1,,22,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,7,4,5,10,1,9,10,4,5,2,2,7,6,8,1,4,1,8,5,6,2,5,4,9,1,1,2,1,,25,Hpv,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,4,10,9,10,10,7,10,9,8,7,10,9,7,5,9,10,10,10,8,6,10,10,10,4,1,1,1,2,1,19,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
90,6,9,7,8,10,8,7,8,9,8,10,10,7,9,10,10,10,8,9,9,10,9,9,9,2,2,,1,,20,Getting HPV vaccine ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,9,8,6,8,8,9,10,9,8,7,8,9,9,10,9,8,8,9,10,10,9,8,9,9,1,1,3,2,1,19,hpv,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,8,8,9,7,8,8,9,8,7,8,9,8,9,8,9,8,10,8,7,8,7,9,7,7,1,1,2,1,,21,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
72,9,7,10,4,10,9,9,9,10,10,9,9,2,8,10,10,9,7,8,9,10,5,6,6,1,1,1,2,1,24,The survey increased my awareness of the disease,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,5,8,6,7,10,9,8,4,5,5,10,7,1,7,10,10,8,2,6,9,6,1,6,1,1,1,2,2,1,22,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,4,7,4,8,8,2,1,10,6,10,10,4,7,9,8,10,10,7,6,10,6,1,6,6,3,3,,6,1,20,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,8,9,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,4,10,8,10,5,10,4,1,1,4,1,,25,HPV vaccine ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,8,6,9,6,4,5,9,6,5,9,9,6,2,6,4,9,9,6,4,6,9,10,6,6,1,1,1,4,1,25,very educating and easy,Both,Protect yourself and your partner. Get vaccinated against HPV today.
79,10,10,9,9,8,9,8,9,10,9,9,9,9,9,10,9,10,7,7,7,8,7,9,10,1,2,1,1,,25,It's ok,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,5,7,1,8,4,4,2,6,1,4,4,4,8,5,8,1,1,9,2,6,1,6,4,7,2,2,,1,,20,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2,9,8,6,2,6,10,1,7,1,5,5,10,7,8,4,9,5,7,10,1,1,6,6,1,1,1,4,2,23,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,1,2,6,1,10,8,10,5,9,9,10,7,1,10,6,9,9,1,8,10,10,2,10,2,1,1,2,1,,20,Hpv,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
100,9,10,10,10,9,10,8,10,8,10,8,10,7,8,10,10,10,5,10,8,10,5,10,5,2,2,,6,2,24,,Control,Get vaccinated against HPV today.
40,8,7,6,7,8,9,8,6,7,9,8,6,8,9,6,7,9,6,8,6,7,9,6,8,1,1,3,1,,21,vaccines,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,7,9,6,9,10,8,5,10,6,7,5,9,6,5,5,6,7,9,6,6,8,8,10,9,1,1,4,1,,22,It’s criminal justice ,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,2,5,6,7,8,1,9,10,8,7,7,4,5,4,5,6,5,4,5,7,5,4,4,2,2,,1,,18,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,4,8,7,9,2,4,8,8,4,1,5,10,1,5,1,4,6,4,1,5,9,7,8,1,1,1,4,1,18,understanding and getting a grasp on HpV,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,6,5,7,8,1,8,2,7,2,6,1,2,8,2,5,1,1,8,1,8,9,9,10,10,1,1,2,2,1,22,HPV vaccine,Control,Get vaccinated against HPV today.
53,8,4,9,4,4,6,9,2,6,8,1,8,9,4,2,7,1,8,7,10,2,5,7,1,1,2,1,1,,18,Unprotected sex ,Control,Get vaccinated against HPV today.
71,8,8,6,1,2,2,8,8,5,6,6,5,1,7,7,6,6,2,6,2,2,2,2,2,1,1,1,2,1,20,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
